system:index,LC_Prop1,LC_Prop1_Assessment,LC_Prop2,LC_Prop2_Assessment,LC_Prop3,LC_Prop3_Assessment,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,LW,Latitude,Longitude,QC,ID,mode,.geo
0,42,99,40,99,40,99,7,7,2,1,5,2,-43.90241385,-65.76509847,0,1,8,"{""type"":""Point"",""coordinates"":[-65.76509647775707,-43.90241385428041]}"
1,31,92,30,92,30,92,10,10,1,6,6,2,-49.14997,-71.487126,0,2,8,"{""type"":""Point"",""coordinates"":[-71.48712642706516,-49.14996869689553]}"
2,31,86,30,86,30,86,10,10,1,6,6,2,-35.436814,-68.001143,0,3,8,"{""type"":""Point"",""coordinates"":[-68.00114391471486,-35.436814963414456]}"
3,42,99,40,99,40,99,7,7,2,1,5,2,-38.691321,-67.027077,0,4,8,"{""type"":""Point"",""coordinates"":[-67.02707558509489,-38.69132108097931]}"
4,31,99,30,99,30,99,10,10,1,6,6,2,-34.023781,-65.63239,0,5,8,"{""type"":""Point"",""coordinates"":[-65.63238917130546,-34.0237793487901]}"
5,43,99,40,99,40,99,7,7,2,1,5,2,-39.088162,-69.058273,0,6,8,"{""type"":""Point"",""coordinates"":[-69.0582719196574,-39.088163238331774]}"
6,31,99,36,99,30,99,12,12,1,6,7,2,-32.033513,-63.779423,0,7,8,"{""type"":""Point"",""coordinates"":[-63.77942310584919,-32.03351310279717]}"
7,31,84,36,98,30,84,12,12,3,5,8,2,-24.185186,-55.118802,0,8,1,"{""type"":""Point"",""coordinates"":[-55.11880097130973,-24.18518757075974]}"
8,22,99,20,99,20,99,9,9,4,4,4,2,-21.815828,-62.089606,0,9,7,"{""type"":""Point"",""coordinates"":[-62.089606629736394,-21.815826389607054]}"
9,22,86,20,71,20,71,9,9,4,4,4,2,-24.780189,-62.338143,0,10,7,"{""type"":""Point"",""coordinates"":[-62.33814354515231,-24.780187719826298]}"
0000000000000000000a,22,98,20,98,20,98,9,9,4,4,4,2,-28.596666,-54.787618,0,11,7,"{""type"":""Point"",""coordinates"":[-54.78761907696925,-28.596665424954818]}"
0000000000000000000b,1,99,1,99,1,99,16,15,9,7,11,2,-25.32747069,-70.14037748,0,12,13,"{""type"":""Point"",""coordinates"":[-70.14037534960028,-25.327471028519916]}"
0000000000000000000c,31,99,30,99,30,99,10,10,1,6,6,2,-22.171504,-51.666539,0,13,1,"{""type"":""Point"",""coordinates"":[-51.666538181125624,-22.171502126034113]}"
0000000000000000000d,31,99,30,99,30,99,10,10,1,6,6,2,-22.59471464,-49.95763879,0,14,7,"{""type"":""Point"",""coordinates"":[-49.95763675250407,-22.59471540701666]}"
0000000000000000000e,1,99,1,99,1,99,16,15,9,7,11,2,-20.199672,-67.390649,0,15,10,"{""type"":""Point"",""coordinates"":[-67.39064838948761,-20.19966980379613]}"
0000000000000000000f,12,99,10,99,10,99,2,2,5,2,2,2,-10.309415,-70.032083,0,16,1,"{""type"":""Point"",""coordinates"":[-70.03208162141628,-10.309414880960547]}"
10,12,99,10,99,10,99,2,2,5,2,2,2,-11.742246,-71.114795,0,17,1,"{""type"":""Point"",""coordinates"":[-71.11479594820348,-11.742244445161155]}"
11,12,99,10,99,10,99,2,2,5,2,2,2,-14.826428,-62.179807,0,18,1,"{""type"":""Point"",""coordinates"":[-62.17980532584551,-14.82642627978753]}"
12,12,99,10,99,10,99,2,2,5,2,2,2,-11.746512,-53.344691,0,19,1,"{""type"":""Point"",""coordinates"":[-53.3446896488826,-11.746511804869304]}"
13,21,73,20,73,20,73,8,8,4,4,4,2,-18.769628,-62.08026,0,20,7,"{""type"":""Point"",""coordinates"":[-62.080260353928374,-18.769627177753932]}"
14,31,99,30,99,30,99,10,10,1,6,6,2,-14.311033,-70.654118,0,21,10,"{""type"":""Point"",""coordinates"":[-70.65411730016987,-14.311034461828148]}"
15,22,79,20,79,20,79,9,9,4,4,4,2,-13.15045,-66.432657,0,22,7,"{""type"":""Point"",""coordinates"":[-66.43265511916529,-13.15045085334463]}"
16,31,91,30,91,30,91,10,10,1,6,6,2,-15.303158,-45.143605,0,23,7,"{""type"":""Point"",""coordinates"":[-45.14360463250707,-15.303157691613535]}"
17,31,99,30,99,30,99,10,10,1,6,6,2,-14.338407,-43.338407,0,24,2,"{""type"":""Point"",""coordinates"":[-43.338408916636354,-14.338408883195257]}"
18,22,88,20,88,20,88,9,9,1,4,4,2,-14.725375,-41.747071,0,25,2,"{""type"":""Point"",""coordinates"":[-41.74707168728891,-14.72537413171434]}"
19,31,99,30,99,30,99,10,10,1,6,6,2,-16.816896,-50.098511,0,26,1,"{""type"":""Point"",""coordinates"":[-50.098513132085586,-16.816897644428916]}"
0000000000000000001a,31,99,30,99,30,99,10,10,1,6,6,2,-11.043753,-39.966379,0,27,2,"{""type"":""Point"",""coordinates"":[-39.96637873170689,-11.043753019745177]}"
0000000000000000001b,12,99,10,99,10,99,2,2,5,2,2,2,-0.26432759,-71.26948175,0,28,1,"{""type"":""Point"",""coordinates"":[-71.26948216374751,-0.2643265922461648]}"
0000000000000000001c,12,99,10,99,10,99,2,2,5,2,2,2,-1.60555755,-71.55175781,0,29,1,"{""type"":""Point"",""coordinates"":[-71.5517566377338,-1.605557302606883]}"
0000000000000000001d,12,99,10,99,10,99,2,2,5,2,2,2,-2.678541517,-63.64802797,0,30,1,"{""type"":""Point"",""coordinates"":[-63.64802677510731,-2.678541870895458]}"
0000000000000000001e,12,99,10,99,10,99,2,2,5,2,2,2,-4.473253,-54.648013,0,31,1,"{""type"":""Point"",""coordinates"":[-54.64801354118798,-4.473254240189515]}"
0000000000000000001f,12,99,10,99,10,99,2,2,5,2,2,2,-4.928489,-69.128753,0,32,1,"{""type"":""Point"",""coordinates"":[-69.12875247090817,-4.928488325836858]}"
20,12,99,10,99,10,99,2,2,5,2,2,2,-5.881343,-58.987844,0,33,1,"{""type"":""Point"",""coordinates"":[-58.98784255965629,-5.8813447117456015]}"
21,12,99,10,99,10,99,2,2,5,2,2,2,-6.511772,-53.7028,0,34,1,"{""type"":""Point"",""coordinates"":[-53.70280005448484,-6.511772418681779]}"
22,12,99,10,99,10,99,2,2,5,2,2,2,-7.600934,-59.410057,0,35,1,"{""type"":""Point"",""coordinates"":[-59.410057002002866,-7.600934605592254]}"
23,12,99,10,99,10,99,2,2,5,2,2,2,-8.348099,-72.296481,0,36,1,"{""type"":""Point"",""coordinates"":[-72.2964800228719,-8.348097119006594]}"
24,12,99,10,99,10,99,2,2,5,2,2,2,-9.678935,-69.496133,0,37,1,"{""type"":""Point"",""coordinates"":[-69.49613334760052,-9.67893366481173]}"
25,12,99,10,99,10,99,2,2,5,2,2,2,-9.745056,-60.335094,0,38,1,"{""type"":""Point"",""coordinates"":[-60.335093056439156,-9.74505767433328]}"
26,22,97,20,97,20,97,9,9,4,4,4,2,-3.313982,-41.487668,0,39,2,"{""type"":""Point"",""coordinates"":[-41.48766794260575,-3.31398160741571]}"
27,31,93,30,93,30,93,10,10,1,6,6,2,-8.403021,-35.606546,0,40,1,"{""type"":""Point"",""coordinates"":[-35.60654618591282,-8.403019866681888]}"
28,12,99,10,99,10,99,2,2,5,2,2,2,9.733481,-83.245486,0,41,1,"{""type"":""Point"",""coordinates"":[-83.24548606343346,9.733481847998533]}"
29,12,99,10,99,10,99,2,2,5,2,2,2,7.069977866,-59.41388699,0,42,1,"{""type"":""Point"",""coordinates"":[-59.41388736980777,7.069976065855295]}"
0000000000000000002a,12,99,10,99,10,99,2,2,5,2,2,2,4.312105,-63.975557,0,43,1,"{""type"":""Point"",""coordinates"":[-63.97555666568502,4.312106787219036]}"
0000000000000000002b,12,99,10,99,10,99,2,2,5,2,2,2,2.945695741,-53.76836568,0,44,1,"{""type"":""Point"",""coordinates"":[-53.768366676374704,2.9456955332095074]}"
0000000000000000002c,12,99,10,99,10,99,2,2,5,2,2,2,1.772119526,-63.78916601,0,45,1,"{""type"":""Point"",""coordinates"":[-63.789166241650975,1.772118104256247]}"
0000000000000000002d,12,99,10,99,10,99,2,2,5,2,2,2,0.720435,-71.360518,0,46,1,"{""type"":""Point"",""coordinates"":[-71.36051917085467,0.7204346616999832]}"
0000000000000000002e,31,82,30,82,30,82,10,10,1,6,6,2,5.734292,-69.186039,0,47,7,"{""type"":""Point"",""coordinates"":[-69.1860385421418,5.734292477205063]}"
0000000000000000002f,22,99,20,99,20,99,9,9,4,2,2,2,3.996335,-71.684831,0,48,7,"{""type"":""Point"",""coordinates"":[-71.6848295904718,3.9963355461192647]}"
30,22,96,20,96,20,96,9,9,4,2,2,2,2.118965,-74.427862,0,49,1,"{""type"":""Point"",""coordinates"":[-74.42786343990323,2.118964820597481]}"
31,12,99,10,99,10,99,2,2,5,2,2,2,17.594038,-89.78266,0,50,1,"{""type"":""Point"",""coordinates"":[-89.78266198081671,17.594038694225574]}"
32,12,99,10,99,10,99,2,2,5,2,2,2,14.31837,-84.977614,0,51,1,"{""type"":""Point"",""coordinates"":[-84.97761494944241,14.318369683061066]}"
33,22,77,25,81,20,77,14,14,4,4,4,2,16.631831,-93.320167,0,52,2,"{""type"":""Point"",""coordinates"":[-93.32016494673852,16.63183157340775]}"
34,22,92,20,92,20,92,9,9,4,4,4,2,14.5577,-89.755541,0,53,2,"{""type"":""Point"",""coordinates"":[-89.75554172820966,14.557698554801616]}"
35,22,90,20,90,20,90,9,9,4,4,4,2,28.39444245,-108.2476463,0,54,3,"{""type"":""Point"",""coordinates"":[-108.24764783370028,28.394440733079993]}"
36,22,99,20,99,20,99,9,9,4,4,4,2,26.531811,-106.681547,0,55,3,"{""type"":""Point"",""coordinates"":[-106.68154911631537,26.5318117956409]}"
37,43,84,40,84,40,84,7,7,2,1,5,2,29.99962,-104.189549,0,56,13,"{""type"":""Point"",""coordinates"":[-104.18954927888974,29.999619012097327]}"
38,43,97,40,97,40,97,7,7,2,4,5,2,27.571072,-103.607599,0,57,13,"{""type"":""Point"",""coordinates"":[-103.60760091860664,27.57107218266227]}"
39,31,99,30,99,30,99,10,10,1,6,6,2,28.890987,-98.1605,0,58,4,"{""type"":""Point"",""coordinates"":[-98.1605013038498,28.89098838998752]}"
0000000000000000003a,42,98,40,98,40,98,7,7,2,4,5,2,25.163869,-104.788031,0,59,3,"{""type"":""Point"",""coordinates"":[-104.78803198587903,25.163871069970035]}"
0000000000000000003b,14,99,10,99,10,99,4,4,6,4,4,2,39.541338,-80.567695,0,60,4,"{""type"":""Point"",""coordinates"":[-80.56769332151498,39.54133721929242]}"
0000000000000000003c,14,99,10,99,10,99,4,4,6,4,4,2,35.797081,-93.493553,0,61,4,"{""type"":""Point"",""coordinates"":[-93.49355263210072,35.7970791148255]}"
0000000000000000003d,11,92,10,89,10,89,1,1,7,1,1,2,39.488931,-120.824861,0,62,5,"{""type"":""Point"",""coordinates"":[-120.8248589511192,39.488929404611284]}"
0000000000000000003e,22,89,20,89,20,89,9,9,4,1,1,2,34.260447,-110.508144,0,63,5,"{""type"":""Point"",""coordinates"":[-110.50814452173415,34.26044613720174]}"
0000000000000000003f,21,94,20,99,20,99,8,8,4,4,4,2,32.053393,-92.635415,0,64,5,"{""type"":""Point"",""coordinates"":[-92.63541647076927,32.053391775293434]}"
40,21,99,20,99,20,99,8,8,4,4,4,2,30.275423,-83.846578,0,65,8,"{""type"":""Point"",""coordinates"":[-83.84657734453903,30.27542333045507]}"
41,31,99,30,99,30,99,10,10,1,6,6,2,38.2555232,-109.571136,0,66,13,"{""type"":""Point"",""coordinates"":[-109.57113578096936,38.25552421682393]}"
42,1,99,1,99,1,99,16,15,9,7,11,2,32.240169,-113.240169,0,67,13,"{""type"":""Point"",""coordinates"":[-113.24016885066463,32.24017014111912]}"
43,43,96,40,96,40,96,7,7,2,1,5,2,30.63207406,-105.2837477,0,68,13,"{""type"":""Point"",""coordinates"":[-105.28374579088957,30.632075610012826]}"
44,31,99,36,98,30,99,12,12,1,6,7,2,38.633238,-98.913151,0,69,8,"{""type"":""Point"",""coordinates"":[-98.91315297066095,38.63323683065711]}"
45,31,99,30,99,30,99,10,10,1,6,6,2,32.1832,-97.065398,0,70,8,"{""type"":""Point"",""coordinates"":[-97.06539959433614,32.183200666060294]}"
46,31,99,36,99,30,99,12,12,3,5,8,2,39.890621,-88.292336,0,71,8,"{""type"":""Point"",""coordinates"":[-88.292336767633,39.89062306390989]}"
47,31,99,36,99,30,99,12,12,1,6,7,2,36.70113963,-86.79466536,0,72,4,"{""type"":""Point"",""coordinates"":[-86.79466741501423,36.70113955790639]}"
48,31,73,20,73,30,73,12,12,1,6,4,2,33.984167,-80.001356,0,73,8,"{""type"":""Point"",""coordinates"":[-80.00135627402,33.98416915413233]}"
49,14,99,10,99,10,99,4,4,6,4,4,2,44.376905,-75.044687,0,74,4,"{""type"":""Point"",""coordinates"":[-75.04468642952534,44.376906797377586]}"
0000000000000000004a,14,99,10,99,10,99,4,4,6,4,4,2,41.588198,-77.852451,0,75,4,"{""type"":""Point"",""coordinates"":[-77.85245304894966,41.5881983758557]}"
0000000000000000004b,15,99,10,99,10,99,5,5,7,1,1,2,47.913807,-75.9974,0,76,4,"{""type"":""Point"",""coordinates"":[-75.99740012420038,47.91380778465716]}"
0000000000000000004c,11,99,10,99,10,99,1,1,7,1,1,2,47.096376,-115.471645,0,77,5,"{""type"":""Point"",""coordinates"":[-115.47164570904265,47.09637429774156]}"
0000000000000000004d,11,99,10,99,10,99,1,1,7,1,1,2,42.602565,-123.690483,0,78,5,"{""type"":""Point"",""coordinates"":[-123.69048240671196,42.602563601695664]}"
0000000000000000004e,21,92,20,92,20,92,8,8,4,1,1,2,40.221385,-106.160511,0,79,5,"{""type"":""Point"",""coordinates"":[-106.16051207642231,40.22138580275134]}"
0000000000000000004f,15,99,10,99,10,99,5,5,6,4,4,2,48.335762,-65.419892,0,80,4,"{""type"":""Point"",""coordinates"":[-65.41989071060351,48.33576359914264]}"
50,15,99,10,99,10,99,5,5,6,4,4,2,47.71679,-67.793848,0,81,4,"{""type"":""Point"",""coordinates"":[-67.79384922494228,47.71679132281275]}"
51,15,99,10,99,10,99,5,5,6,4,4,2,46.745427,-70.403859,0,82,4,"{""type"":""Point"",""coordinates"":[-70.40385917174733,46.74542520843116]}"
52,31,99,30,99,30,99,10,10,1,6,6,2,46.592459,-105.114727,0,83,8,"{""type"":""Point"",""coordinates"":[-105.11472802455977,46.59246020589375]}"
53,31,93,30,93,30,93,10,10,1,6,6,2,42.001004,-116.441987,0,84,13,"{""type"":""Point"",""coordinates"":[-116.44198623018198,42.001004114979494]}"
54,32,99,30,99,30,99,10,10,1,6,6,2,41.241915,-108.279494,0,85,13,"{""type"":""Point"",""coordinates"":[-108.27949473342399,41.24191350624718]}"
55,31,99,30,99,30,99,10,10,1,6,6,2,46.337123,-101.066187,0,86,8,"{""type"":""Point"",""coordinates"":[-101.06618532330673,46.33712316137134]}"
56,31,99,30,99,30,99,10,10,1,6,6,2,42.127338,-100.903664,0,87,8,"{""type"":""Point"",""coordinates"":[-100.90366446721181,42.12733936602572]}"
57,31,99,36,99,30,99,12,12,1,6,7,2,49.271135,-102.671298,0,88,8,"{""type"":""Point"",""coordinates"":[-102.67129671580828,49.271135849820816]}"
58,31,99,36,99,30,99,12,12,1,6,7,2,43.544548,-96.336841,0,89,8,"{""type"":""Point"",""coordinates"":[-96.33684045051677,43.5445486992361]}"
59,31,99,36,99,30,99,12,12,1,6,7,2,42.73256,-82.205829,0,90,4,"{""type"":""Point"",""coordinates"":[-82.20582881641836,42.73255977470677]}"
0000000000000000005a,31,99,36,99,30,99,12,12,3,5,8,2,41.25156,-94.781119,0,91,8,"{""type"":""Point"",""coordinates"":[-94.78111806128322,41.25155854182579]}"
0000000000000000005b,11,99,10,99,10,99,1,1,7,1,1,2,59.752828,-126.709828,0,92,6,"{""type"":""Point"",""coordinates"":[-126.70982891202124,59.752828099981244]}"
0000000000000000005c,21,97,20,97,20,97,8,8,4,1,1,2,56.428545,-105.053168,0,93,6,"{""type"":""Point"",""coordinates"":[-105.05317013451693,56.428545969132074]}"
0000000000000000005d,21,99,20,99,20,99,8,8,4,1,1,2,52.382602,-124.28587,0,94,5,"{""type"":""Point"",""coordinates"":[-124.28587049757016,52.38260292379322]}"
0000000000000000005e,21,79,20,79,20,79,8,8,4,1,1,2,52.795269,-96.200026,0,95,6,"{""type"":""Point"",""coordinates"":[-96.20002631199498,52.79527043078437]}"
0000000000000000005f,21,90,20,90,20,90,8,8,4,1,1,2,53.041875,-59.590612,0,96,6,"{""type"":""Point"",""coordinates"":[-59.59061046275794,53.04187655544414]}"
60,21,91,20,79,20,79,8,8,4,1,1,2,50.212137,-67.514936,0,97,6,"{""type"":""Point"",""coordinates"":[-67.51493691315031,50.21213548602845]}"
61,11,99,10,99,10,99,1,1,7,1,1,2,50.265645,-85.780705,0,98,6,"{""type"":""Point"",""coordinates"":[-85.78070350826907,50.265644698669796]}"
62,11,99,10,99,10,99,1,1,7,1,1,2,57.658635,-118.521428,0,99,5,"{""type"":""Point"",""coordinates"":[-118.52143003814275,57.65863358573566]}"
63,22,82,20,82,20,82,9,9,4,4,4,2,57.280704,-93.99289,0,100,6,"{""type"":""Point"",""coordinates"":[-93.99289168626767,57.28070247595085]}"
64,22,97,20,97,20,97,9,9,4,1,1,2,59.940806,-115.823121,0,101,6,"{""type"":""Point"",""coordinates"":[-115.82312097227737,59.940805963990314]}"
65,21,98,20,98,20,98,8,8,4,1,1,2,57.18733549,-120.1032411,0,102,5,"{""type"":""Point"",""coordinates"":[-120.10324262764009,57.187333358992746]}"
66,31,84,30,84,30,84,10,10,1,6,6,2,57.159575,-157.684452,0,103,11,"{""type"":""Point"",""coordinates"":[-157.68445266495976,57.15957545493503]}"
67,42,99,40,99,40,99,7,7,2,1,5,2,57.839078,-72.582159,0,104,6,"{""type"":""Point"",""coordinates"":[-72.58215679096197,57.839080028065446]}"
68,31,93,30,93,30,93,10,10,1,6,6,2,57.182346,-63.547956,0,105,6,"{""type"":""Point"",""coordinates"":[-63.54795562926587,57.18234808401499]}"
69,31,99,36,99,30,99,12,12,1,6,7,2,52.110152,-104.750799,0,106,8,"{""type"":""Point"",""coordinates"":[-104.75079849208277,52.11015184942768]}"
0000000000000000006a,21,98,20,98,20,98,8,8,4,1,1,2,64.447089,-152.685572,0,107,6,"{""type"":""Point"",""coordinates"":[-152.68557296989323,64.4470887656827]}"
0000000000000000006b,21,91,20,91,20,91,8,8,4,1,1,2,61.002882,-127.620524,0,108,6,"{""type"":""Point"",""coordinates"":[-127.62052449746966,61.00288357110215]}"
0000000000000000006c,22,99,20,99,20,99,9,9,4,1,1,2,66.07174,-133.501002,0,109,6,"{""type"":""Point"",""coordinates"":[-133.50100414361088,66.07173993900044]}"
0000000000000000006d,22,88,20,88,20,88,9,9,4,4,4,2,62.29182,-121.309683,0,110,6,"{""type"":""Point"",""coordinates"":[-121.30968363135719,62.29181794430806]}"
0000000000000000006e,22,75,20,75,20,75,9,9,4,4,4,2,63.285049,-120.628622,0,111,6,"{""type"":""Point"",""coordinates"":[-120.62862283195913,63.285047031154704]}"
0000000000000000006f,42,99,40,99,40,99,7,7,2,4,5,2,61.382425,-163.955747,0,112,11,"{""type"":""Point"",""coordinates"":[-163.9557457638292,61.38242441636726]}"
70,42,99,40,99,40,99,7,7,2,4,5,2,68.922127,-158.789439,0,113,11,"{""type"":""Point"",""coordinates"":[-158.78944020150894,68.92212664629359]}"
71,42,99,40,99,40,99,7,7,2,4,5,2,67.916808,-145.462295,0,114,11,"{""type"":""Point"",""coordinates"":[-145.46229300982046,67.91680893649105]}"
72,1,99,1,99,1,99,16,15,9,7,11,2,62.105821,-125.62682,0,115,11,"{""type"":""Point"",""coordinates"":[-125.6268202845645,62.10581992116672]}"
73,31,99,30,99,51,99,10,10,1,6,6,2,68.490184,-121.441895,0,116,11,"{""type"":""Point"",""coordinates"":[-121.44189597759187,68.4901824454484]}"
74,32,99,30,99,51,99,10,10,1,6,6,2,64.409939,-83.856196,0,117,11,"{""type"":""Point"",""coordinates"":[-83.8561956255113,64.40993999480644]}"
75,32,98,30,98,51,98,10,10,1,6,6,2,60.501978,-72.371367,0,118,11,"{""type"":""Point"",""coordinates"":[-72.37136616596348,60.501979372465414]}"
76,32,98,30,98,51,98,10,10,1,6,6,2,69.117492,-72.296455,0,119,11,"{""type"":""Point"",""coordinates"":[-72.29645326826558,69.11749324074822]}"
77,31,98,30,98,30,98,10,10,1,6,6,2,-21.420532,30.4448,0,120,7,"{""type"":""Point"",""coordinates"":[30.44479782486915,-21.420531540320134]}"
78,42,99,40,99,40,99,7,7,2,4,5,2,-20.34815446,19.745625,0,121,7,"{""type"":""Point"",""coordinates"":[19.745626298130063,-20.348153409774824]}"
79,31,98,30,98,30,98,10,10,1,6,6,2,-21.904271,29.470052,0,122,7,"{""type"":""Point"",""coordinates"":[29.47005171188905,-21.904272659002157]}"
0000000000000000007a,42,98,40,98,40,98,7,7,2,4,5,2,-27.707551,23.82799,0,123,13,"{""type"":""Point"",""coordinates"":[23.827991280873455,-27.707551888605078]}"
0000000000000000007b,31,89,30,89,30,89,10,10,1,6,6,2,-23.95270998,20.21056398,0,124,13,"{""type"":""Point"",""coordinates"":[20.2105633876697,-23.952707878237284]}"
0000000000000000007c,31,99,30,99,30,99,10,10,1,6,6,2,-22.19234566,45.807658,0,125,1,"{""type"":""Point"",""coordinates"":[45.80765842048728,-22.192343964357924]}"
0000000000000000007d,43,98,40,98,40,98,7,7,2,2,5,2,-29.40145669,19.64598484,0,126,13,"{""type"":""Point"",""coordinates"":[19.64598322598976,-29.401457360383887]}"
0000000000000000007e,31,99,30,99,30,99,10,10,1,6,6,2,-27.60756162,27.95336352,0,127,10,"{""type"":""Point"",""coordinates"":[27.953364293277343,-27.60756100658261]}"
0000000000000000007f,31,99,30,99,30,99,10,10,1,6,6,2,-23.48327949,28.195326,0,128,7,"{""type"":""Point"",""coordinates"":[28.195324034639423,-23.48328047393682]}"
80,21,86,20,82,20,82,8,8,4,2,2,2,-11.00200407,18.6781349,0,129,7,"{""type"":""Point"",""coordinates"":[18.678135342339335,-11.002002456581762]}"
81,21,96,20,79,20,79,8,8,4,4,4,2,-12.66177614,29.16317594,0,130,7,"{""type"":""Point"",""coordinates"":[29.163176377390904,-12.661777968897493]}"
82,31,88,30,88,30,88,10,10,1,6,6,2,-11.99116116,16.433239,0,131,7,"{""type"":""Point"",""coordinates"":[16.433241048891485,-11.991160384166609]}"
83,22,84,20,84,20,84,9,9,4,4,4,2,-10.95170794,29.24383011,0,132,7,"{""type"":""Point"",""coordinates"":[29.243828138144572,-10.95170825579995]}"
84,21,89,20,89,20,89,8,8,4,4,4,2,-16.290337,36.509089,0,133,1,"{""type"":""Point"",""coordinates"":[36.50909053463553,-16.29033577833065]}"
85,31,99,30,99,30,99,10,10,1,6,6,2,-17.97639986,16.82308918,0,134,7,"{""type"":""Point"",""coordinates"":[16.82309133579215,-17.97639769135645]}"
86,31,96,30,96,30,96,10,10,1,6,6,2,-18.88173008,23.59803877,0,135,7,"{""type"":""Point"",""coordinates"":[23.598039898648306,-18.881728978237565]}"
87,31,98,30,98,30,98,10,10,1,6,6,2,-18.46259572,44.40681254,0,136,2,"{""type"":""Point"",""coordinates"":[44.40681398814306,-18.462595774718917]}"
88,31,91,30,91,30,91,10,10,1,6,6,2,-12.07498804,21.58168473,0,137,9,"{""type"":""Point"",""coordinates"":[21.581683452391665,-12.07498702487034]}"
89,31,99,30,99,30,99,10,10,1,6,6,2,-17.55726549,46.50382074,0,138,2,"{""type"":""Point"",""coordinates"":[46.503822195153354,-17.557264487837802]}"
0000000000000000008a,31,96,30,96,30,96,10,10,1,6,6,2,-17.95628,15.504162,0,139,7,"{""type"":""Point"",""coordinates"":[15.504160589799714,-17.956278227403295]}"
0000000000000000008b,12,87,10,88,10,88,2,2,5,2,2,2,-0.364919837,12.79038108,0,140,1,"{""type"":""Point"",""coordinates"":[12.790382902379926,-0.3649194529108503]}"
0000000000000000008c,12,99,10,99,10,99,2,2,5,2,2,2,-2.862960637,13.11299773,0,141,1,"{""type"":""Point"",""coordinates"":[13.112998863596736,-2.8629613722638725]}"
0000000000000000008d,12,99,10,99,10,99,2,2,5,2,2,2,-4.589794209,23.43673045,0,142,7,"{""type"":""Point"",""coordinates"":[23.4367319180399,-4.589792846221324]}"
0000000000000000008e,12,99,10,99,10,99,2,2,5,2,2,2,-0.733758076,28.03401768,0,143,1,"{""type"":""Point"",""coordinates"":[28.034016054031017,-0.7337584556476795]}"
0000000000000000008f,21,82,20,77,20,77,8,8,4,2,2,2,-9.51881431,19.00075155,0,144,7,"{""type"":""Point"",""coordinates"":[19.00075130355614,-9.518816264184593]}"
90,21,85,20,85,20,85,8,8,4,4,4,2,-6.098677913,30.37298837,0,145,7,"{""type"":""Point"",""coordinates"":[30.372988461504466,-6.098676837989501]}"
91,22,98,20,98,20,98,9,9,4,4,4,2,-5.444776,31.737217,0,146,7,"{""type"":""Point"",""coordinates"":[31.73721921509885,-5.444776423107983]}"
92,22,78,20,78,20,78,9,9,4,4,4,2,-9.569110433,30.29233421,0,147,7,"{""type"":""Point"",""coordinates"":[30.29233224164973,-9.569110464966412]}"
93,22,96,20,96,20,96,9,9,4,4,4,2,-6.903415889,30.85691334,0,148,7,"{""type"":""Point"",""coordinates"":[30.856912403329673,-6.903415264205932]}"
94,14,91,10,97,10,97,4,4,6,4,4,2,-9.196409,27.27949,0,149,7,"{""type"":""Point"",""coordinates"":[27.279491564777434,-9.1964098807173]}"
95,31,99,30,99,30,99,10,10,1,6,6,2,-0.180500718,40.4547586,0,150,7,"{""type"":""Point"",""coordinates"":[40.45475731548449,-0.18049995154243575]}"
96,31,99,30,99,30,99,10,10,1,6,6,2,-2.673826,35.191517,0,151,7,"{""type"":""Point"",""coordinates"":[35.191515355363336,-2.6738241419809126]}"
97,31,99,30,99,30,99,10,10,1,6,6,2,-5.075990069,32.87326739,0,152,7,"{""type"":""Point"",""coordinates"":[32.87326884958632,-5.075990929583795]}"
98,12,99,10,98,10,98,2,2,5,2,2,2,5.846105528,-8.58297181,0,153,1,"{""type"":""Point"",""coordinates"":[-8.58297134879475,5.846104436120218]}"
99,12,99,10,99,10,99,2,2,5,2,2,2,2.409203757,13.19365189,0,154,1,"{""type"":""Point"",""coordinates"":[13.193650624350415,2.4092032490652207]}"
0000000000000000009a,12,99,10,99,10,99,2,2,5,2,2,2,1.8562,28.193661,0,155,1,"{""type"":""Point"",""coordinates"":[28.193660789946488,1.8561989137200225]}"
0000000000000000009b,12,99,10,99,10,99,2,2,5,2,2,2,7.774123594,35.29289225,0,156,1,"{""type"":""Point"",""coordinates"":[35.292893017813434,7.774121631407041]}"
0000000000000000009c,22,99,20,99,20,99,9,9,4,4,4,2,9.350068796,-8.018392677,0,157,7,"{""type"":""Point"",""coordinates"":[-8.018391187114808,9.350070503019042]}"
0000000000000000009d,22,99,20,99,20,99,9,9,4,4,4,2,7.103508615,13.43561438,0,158,7,"{""type"":""Point"",""coordinates"":[13.435614824813548,7.103508505777209]}"
0000000000000000009e,22,99,20,99,20,99,9,9,4,4,4,2,7.723827471,24.8078512,0,159,7,"{""type"":""Point"",""coordinates"":[24.807851982761864,7.723827430625225]}"
0000000000000000009f,22,99,20,99,20,99,9,9,4,4,4,2,5.795809404,29.40513843,0,160,7,"{""type"":""Point"",""coordinates"":[29.405140577854038,5.795810235338403]}"
000000000000000000a0,12,85,10,88,10,88,2,2,5,2,2,2,4.756356186,15.45196843,0,161,7,"{""type"":""Point"",""coordinates"":[15.451966811969129,4.7563581069717396]}"
